Focal.ID,KMP.ID,Litter.Code,Treatment.4way,DF.Treatment,Rank,Age,Preg.stage,Location,AM.PM,Total.Monthly.Rainfall,Group.Size,Focal.Length.Hour,Olfactory,HIA.I.All,HIA.R.All,Fcomp.I,Fcomp.R,Sub.I.All,Sub.R.All,Prosocial.I,Prosocial.R
2.1.MS01,MS,EB,Control,Control,D,6.1,LP,Burrow,AM,1.8,15,0.005277778,0,0,0,0,0,0,0,0,2
2.1.MS02,MS,EB,Control,Control,D,6.1,LP,Forage,AM,1.8,15,0.330833333,0,0,0,0,0,0,4,0,0
2.1.MS03,MS,EB,Control,Control,D,6.1,LP,Forage,AM,1.8,15,0.200277778,0,0,0,0,0,0,0,0,0
2.1.MS04,MS,EB,Control,Control,D,6.1,LP,Forage,PM,1.8,15,0.250833333,0,1,0,0,0,0,0,0,2
2.1.MS05,MS,EB,Control,Control,D,6.1,LP,Forage,PM,1.8,15,0.258055556,3,2,2,0,2,0,3,2,0
2.1.MS06,MS,EB,Control,Control,D,6.1,LP,Burrow,AM,1.8,14,0.145833333,0,0,0,0,0,0,0,0,0
2.1.MS07,MS,EB,Control,Control,D,6.1,LP,Forage,AM,1.8,14,0.330833333,0,1,1,0,1,0,1,0,0
2.1.MS08,MS,EB,Control,Control,D,6.1,LP,Forage,AM,1.8,14,0.322222222,2,0,0,0,0,0,0,2,0
2.1.MS09,MS,EB,Control,Control,D,6.1,LP,Forage,AM,1.8,14,0.3675,0,1,0,0,0,0,1,0,1
2.1.MS10,MS,EB,Control,Control,D,6.1,LP,Forage,AM,1.8,14,0.351111111,1,0,0,0,0,0,0,0,0
2.1.MS11,MS,EB,Control,Control,D,6.1,LP,Forage,AM,1.8,14,0.358055556,0,0,0,0,0,0,0,0,0
2.1.MS12,MS,EB,Control,Control,D,6.1,LP,Forage,AM,1.8,14,0.343333333,2,0,0,0,0,0,0,0,0
2.1.MS13,MS,EB,Control,Control,D,6.1,LP,Forage,PM,11.8,14,0.2675,0,6,0,3,0,0,0,0,0
2.1.MS14,MS,EB,Control,Control,D,6.1,LP,Forage,PM,11.8,14,0.270555556,0,0,0,0,0,0,0,0,0
2.1.MS15,MS,EB,Control,Control,D,6.1,LP,Forage,PM,11.8,14,0.165,0,0,0,0,0,0,0,0,0
2.1.MS16,MS,EB,Control,Control,D,6.1,LP,Forage,AM,11.8,14,0.291111111,0,2,1,0,1,0,1,0,1
2.1.MS17,MS,EB,Control,Control,D,6.1,LP,Forage,AM,11.8,14,0.339722222,0,2,0,0,0,0,1,0,0
2.1.MS18,MS,EB,Control,Control,D,6.1,LP,Forage,AM,11.8,14,0.3375,0,1,0,0,0,0,1,0,0
2.1.MS19,MS,EB,Control,Control,D,6.1,LP,Forage,AM,11.8,14,0.354722222,0,6,3,3,0,0,5,0,1
2.1.MS20,MS,EB,Control,Control,D,6.1,LP,Burrow,AM,11.8,14,0.1225,0,0,0,0,0,0,0,0,0
2.1.MS21,MS,EB,Control,Control,D,6.1,LP,Forage,AM,11.8,12,0.313888889,0,0,0,0,0,0,0,0,0
2.1.MS22,MS,EB,Control,Control,D,6.1,LP,Forage,AM,11.8,13,0.349166667,1,10,0,0,0,0,2,10,10
2.1.MS23,MS,EB,Control,Control,D,6.1,LP,Forage,AM,11.8,13,0.337777778,1,0,0,0,0,0,0,0,0
2.1.MS24,MS,EB,Control,Control,D,6.1,LP,Burrow,AM,10,10,0.097777778,0,0,0,0,0,0,0,1,1
2.1.MS25,MS,EB,Control,Control,D,6.1,LP,Burrow,AM,10,10,0.096388889,0,0,0,0,0,0,0,0,0
2.1.MS26,MS,EB,Control,Control,D,6.1,LP,Forage,AM,10,11,0.350833333,9,2,0,0,0,0,7,18,16
2.1.MS27,MS,EB,Control,Control,D,6.1,LP,Forage,AM,10,11,0.358333333,6,0,0,0,0,0,2,0,1
2.1.MS28,MS,EB,Control,Control,D,6.1,LP,Forage,AM,10,12,0.366944444,0,0,2,0,1,0,3,4,6
2.1.MS29,MS,EB,Control,Control,D,6.1,LP,Forage,AM,10,12,0.064722222,1,0,0,0,0,0,0,0,0
2.1.MS31,MS,EB,Control,Control,D,6.1,LP,Forage,PM,10,12,0.303055556,4,0,0,0,0,0,0,0,1
2.1.MS32,MS,EB,Control,Control,D,6.1,LP,Forage,PM,10,12,0.276111111,0,0,0,0,0,0,0,0,0
2.1.MS33,MS,EB,Control,Control,D,6.1,LP,Burrow,PM,10,12,0.074166667,2,0,0,0,0,0,0,2,2
2.1.MS34,MS,EB,Control,Control,D,6.1,LP,Burrow,PM,10,12,0.074444444,0,0,0,0,0,0,0,5,4
2.1.MS35,MS,EB,Control,Control,D,6.1,LP,Burrow,AM,10,12,0.083333333,0,0,0,0,0,0,0,0,0
2.1.MS37,MS,EB,Control,Control,D,6.1,LP,Forage,AM,10,12,0.302222222,13,0,0,0,0,0,0,0,0
2.1.MS39,MS,EB,Control,Control,D,6.1,LP,Forage,PM,10,12,0.2875,1,0,0,0,0,0,4,0,2
2.1.MS40,MS,EB,Control,Control,D,6.1,LP,Forage,PM,10,12,0.279722222,4,0,0,0,0,0,2,0,2
2.1.MS41,MS,EB,Control,Control,D,6.1,LP,Forage,PM,10,12,0.266388889,2,0,0,0,0,0,0,0,0
2.1.MS42,MS,EB,Control,Control,D,6.1,LP,Burrow,PM,10,12,0.052777778,0,0,0,0,0,0,0,1,0
2.1.MS43,MS,EB,Control,Control,D,6.1,LP,Burrow,PM,10,12,0.126944444,0,0,0,0,0,0,0,0,1
2.1.MS44,MS,EB,Control,Control,D,6.2,PP,Burrow,AM,10,13,0.108333333,0,0,0,0,0,0,0,0,3
2.1.MS45,MS,EB,Control,Control,D,6.2,PP,Forage,AM,10,12,0.3425,1,0,2,0,1,0,0,0,0
2.1.MS47,MS,EB,Control,Control,D,6.2,PP,Forage,AM,10,12,0.3475,7,2,1,0,1,0,1,1,0
2.1.MS48,MS,EB,Control,Control,D,6.2,PP,Forage,AM,10,12,0.306388889,5,0,0,0,0,0,1,0,0
2.1.MS49,MS,EB,Control,Control,D,6.2,PP,Forage,PM,10,12,0.305,0,0,0,0,0,0,1,0,2
2.1.MS50,MS,EB,Control,Control,D,6.2,PP,Forage,PM,10,12,0.174722222,0,0,0,0,0,0,0,0,0
2.1.MS51,MS,EB,Control,Control,D,6.2,PP,Burrow,AM,10,15,0.098888889,0,0,0,0,0,0,0,1,1
2.1.MS52,MS,EB,Control,Control,D,6.2,PP,Forage,AM,10,13,0.329166667,0,1,0,0,0,0,1,1,5
2.1.MS53,MS,EB,Control,Control,D,6.2,PP,Forage,AM,10,13,0.222222222,6,0,0,0,0,0,4,0,1
2.1.MS54,MS,EB,Control,Control,D,6.2,PP,Forage,PM,10,13,0.269722222,2,0,1,0,1,0,2,0,0
2.1.MS55,MS,EB,Control,Control,D,6.2,PP,Forage,PM,10,13,0.26,0,0,0,0,0,0,0,0,0
2.1.MS56,MS,EB,Control,Control,D,6.2,PP,Forage,AM,11.2,14,0.408333333,2,0,0,0,0,0,0,0,0
2.1.MS57,MS,EB,Control,Control,D,6.2,PP,Forage,AM,11.2,14,0.341666667,0,1,2,1,2,0,0,0,0
2.1.MS59,MS,EB,Control,Control,D,6.2,PP,Forage,PM,11.2,14,0.258888889,0,0,1,0,1,0,0,0,0
2.1.MS60,MS,EB,Control,Control,D,6.2,PP,Forage,PM,11.2,14,0.266111111,1,0,1,0,1,0,0,0,0
2.1.MS61,MS,EB,Control,Control,D,6.2,PP,Burrow,AM,11.2,14,0.050833333,1,0,0,0,0,0,0,0,0
2.1.MS62,MS,EB,Control,Control,D,6.2,PP,Forage,AM,11.2,14,0.338611111,0,1,0,0,0,0,0,0,0
2.1.MS63,MS,EB,Control,Control,D,6.2,PP,Forage,AM,11.2,14,0.341388889,3,0,0,0,0,0,3,1,5
2.1.MS64,MS,EB,Control,Control,D,6.2,PP,Forage,PM,11.2,13,0.242777778,1,0,0,0,0,0,0,0,0
2.1.MS65,MS,EB,Control,Control,D,6.2,PP,Forage,PM,11.2,13,0.246944444,0,0,0,0,0,0,1,0,0
3.1.MU24,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,AM,6.4,8,0.356111111,0,1,0,0,0,1,0,0,0
3.1.MU11,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,PM,6.4,8,0.258611111,0,3,1,0,0,0,0,0,0
3.1.MU12,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,PM,6.4,8,0.283888889,0,0,0,0,0,0,0,0,0
3.1.MU13,MU,ZE,SubordinateFlut,,S,1.2,MP,Burrow,PM,6.4,8,0.045277778,0,0,0,0,0,1,0,0,0
3.1.MU14,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,AM,6.4,8,0.329444444,0,0,0,0,0,0,0,0,0
3.1.MU15,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,AM,6.4,8,0.400555556,0,0,0,0,0,0,0,0,0
3.1.MU16,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,AM,6.4,8,0.214722222,0,0,0,0,0,0,0,1,1
3.1.MU17,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,PM,6.4,8,0.248055556,0,0,0,0,0,0,0,0,0
3.1.MU18,MU,ZE,SubordinateFlut,,S,1.2,MP,Burrow,AM,6.4,8,0.069444444,0,1,0,0,0,0,0,0,0
3.1.MU19,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,AM,6.4,8,0.339444444,0,3,0,0,0,0,1,0,1
3.1.MU20,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,AM,6.4,8,0.328611111,0,0,0,0,0,0,0,0,0
3.1.MU21,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,PM,6.4,8,0.265555556,0,0,0,0,0,0,0,0,0
3.1.MU22,MU,ZE,SubordinateFlut,,S,1.2,MP,Burrow,PM,6.4,8,0.071111111,0,0,0,0,0,0,0,0,0
3.1.MU23,MU,ZE,SubordinateFlut,,S,1.2,MP,Burrow,AM,6.4,8,0.095277778,0,0,0,0,0,1,0,3,1
3.1.MU25,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,AM,6.4,8,0.3375,0,1,1,0,0,0,0,0,0
3.1.MU26,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,PM,6.4,7,0.264166667,0,2,0,0,0,0,0,1,0
3.1.MU27,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,AM,6.4,8,0.323888889,1,0,0,0,0,0,0,0,0
3.1.MU28,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,AM,6.4,8,0.319722222,0,1,0,0,0,0,0,0,0
3.1.MU29,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,PM,6.4,8,0.2675,0,1,0,0,0,0,0,0,0
3.1.MU30,MU,ZE,SubordinateFlut,,S,1.2,MP,Burrow,PM,6.4,8,0.035,0,0,0,0,0,0,0,2,2
3.1.MU31,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,AM,10.4,8,0.335,0,0,0,0,0,0,0,0,0
3.1.MU32,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,PM,10.4,8,0.2475,0,0,0,0,0,0,0,0,0
3.1.MU33,MU,ZE,SubordinateFlut,,S,1.2,MP,Forage,PM,11.2,8,0.210555556,0,1,1,0,1,0,0,0,1
1.1.NA01,NA,TB,Subordinate,Control,S,2.2,MP,Forage,AM,68.2,22,0.353611111,1,0,0,0,0,1,0,0,0
1.1.NA03,NA,TB,Subordinate,Control,S,2.2,MP,Burrow,AM,76.6,22,0.050555556,0,0,0,0,0,1,0,1,0
1.1.NA04,NA,TB,Subordinate,Control,S,2.2,MP,Forage,PM,76.6,22,0.506388889,1,0,0,0,0,1,0,0,0
1.1.NA05,NA,TB,Subordinate,Control,S,2.2,MP,Burrow,PM,76.6,22,0.029722222,0,0,0,0,0,0,0,1,0
1.1.NA06,NA,TB,Subordinate,Control,S,2.2,MP,Burrow,PM,76.6,22,0.085,0,0,0,0,0,0,0,2,0
1.1.NA07,NA,TB,Subordinate,Control,S,2.2,LP,Burrow,AM,70,22,0.036944444,0,0,0,0,0,0,0,0,0
1.1.NA08,NA,TB,Subordinate,Control,S,2.2,LP,Forage,AM,70,22,0.555277778,0,0,0,0,0,4,0,0,0
1.1.NA09,NA,TB,Subordinate,Control,S,2.2,LP,Forage,AM,70,22,0.306111111,0,0,0,0,0,2,0,1,1
1.1.NA10,NA,TB,Subordinate,Control,S,2.2,LP,Forage,PM,70,22,0.365555556,1,0,0,0,0,0,0,0,0
1.1.NA11,NA,TB,Subordinate,Control,S,2.2,LP,Burrow,PM,70,22,0.044166667,0,0,0,0,0,0,0,0,0
1.1.NA32,NA,TB,SubordinateFlut,,S,2.3,LP,Burrow,AM,17.6,21,0.064444444,0,0,0,0,0,0,0,0,0
1.1.NA33,NA,TB,SubordinateFlut,,S,2.3,LP,Forage,AM,17.6,21,0.533333333,0,1,0,0,0,0,0,1,1
1.1.NA34,NA,TB,SubordinateFlut,,S,2.3,LP,Forage,AM,17.6,21,0.493888889,0,0,0,0,0,0,0,0,0
1.1.NA28,NA,TB,SubordinateFlut,,S,2.3,LP,Forage,AM,28.6,21,0.517222222,1,0,2,0,2,0,0,0,0
1.1.NA29,NA,TB,SubordinateFlut,,S,2.3,LP,Forage,AM,28.6,21,0.192777778,1,0,0,0,0,0,0,0,0
1.1.NA30,NA,TB,SubordinateFlut,,S,2.3,LP,Forage,PM,28.6,20,0.5,0,1,1,1,0,0,0,0,0
1.1.NA31,NA,TB,SubordinateFlut,,S,2.3,LP,Burrow,PM,28.6,20,0.0925,0,0,0,0,0,0,0,0,1
1.1.NA26,NA,TB,SubordinateFlut,,S,2.3,LP,Forage,PM,33.2,22,0.076388889,0,0,0,0,0,0,0,0,0
1.1.NA27,NA,TB,SubordinateFlut,,S,2.3,LP,Burrow,PM,33.2,22,0.0675,0,0,0,0,0,0,0,0,1
1.1.NA12,NA,TB,SubordinateFlut,,S,2.2,LP,Burrow,AM,60,22,0.125277778,0,0,2,0,0,1,4,1,2
1.1.NA13,NA,TB,SubordinateFlut,,S,2.2,LP,Forage,AM,60,22,0.509722222,0,0,0,0,0,0,0,0,0
1.1.NA14,NA,TB,SubordinateFlut,,S,2.2,LP,Forage,AM,60,22,0.322222222,0,0,0,0,0,2,0,0,1
1.1.NA15,NA,TB,SubordinateFlut,,S,2.2,LP,Forage,PM,60,22,0.477777778,0,0,0,0,0,0,0,0,0
1.1.NA16,NA,TB,SubordinateFlut,,S,2.2,LP,Forage,PM,60,22,0.1725,0,0,0,0,0,0,0,0,0
1.1.NA17,NA,TB,SubordinateFlut,,S,2.2,LP,Forage,PM,60,22,0.080555556,0,0,0,0,0,0,0,0,1
1.1.NA18,NA,TB,SubordinateFlut,,S,2.3,LP,Burrow,AM,60,22,0.085833333,0,0,0,0,0,0,0,0,0
1.1.NA19,NA,TB,SubordinateFlut,,S,2.3,LP,Burrow,AM,60,22,0.076666667,0,0,0,0,0,0,0,0,0
1.1.NA20,NA,TB,SubordinateFlut,,S,2.3,LP,Forage,AM,60,22,0.5075,0,0,1,0,1,0,0,0,0
1.1.NA21,NA,TB,SubordinateFlut,,S,2.3,LP,Forage,AM,60,22,0.290277778,0,0,1,0,1,0,0,0,0
1.1.NA22,NA,TB,SubordinateFlut,,S,2.3,LP,Forage,PM,60,22,0.243888889,0,0,0,0,0,0,1,0,0
1.1.NA23,NA,TB,SubordinateFlut,,S,2.3,LP,Burrow,PM,60,22,0.020277778,0,0,0,0,0,0,0,0,0
1.1.NA24,NA,TB,SubordinateFlut,,S,2.3,LP,Burrow,PM,60,22,0.083888889,0,0,0,0,0,0,0,0,0
1.1.NA25,NA,TB,SubordinateFlut,,S,2.3,LP,Burrow,PM,60,19,0.061666667,0,0,0,0,0,0,0,0,1
3.1.PA01,PA,KA,Control,Control,D,1.6,MP,Forage,PM,0,6,0.223055556,0,1,0,0,0,0,1,0,0
3.1.PA02,PA,KA,Control,Control,D,1.6,MP,Forage,PM,0,6,0.233055556,0,0,0,0,0,0,0,0,0
3.1.PA03,PA,KA,Control,Control,D,1.6,MP,Forage,PM,0,6,0.254722222,0,0,0,0,0,0,0,0,0
3.1.PA04,PA,KA,Control,Control,D,1.6,MP,Forage,PM,0,6,0.072222222,0,0,0,0,0,0,0,0,0
3.1.PA05,PA,KA,Control,Control,D,1.6,LP,Forage,PM,0,6,0.229722222,1,0,1,0,0,0,0,0,0
3.1.PA06,PA,KA,Control,Control,D,1.6,LP,Forage,PM,0,6,0.249722222,0,0,0,0,0,0,0,0,0
3.1.PA07,PA,KA,Control,Control,D,1.6,LP,Forage,PM,0,6,0.248055556,0,0,0,0,0,0,0,0,0
3.1.PA08,PA,KA,Control,Control,D,1.6,LP,Burrow,AM,0,6,0.086944444,0,0,0,0,0,0,0,0,0
3.1.PA09,PA,KA,Control,Control,D,1.6,LP,Forage,AM,0,6,0.338333333,0,2,0,0,0,0,0,0,0
3.1.PA10,PA,KA,Control,Control,D,1.6,LP,Forage,AM,0,6,0.349444444,1,0,0,0,0,0,0,0,0
3.1.PA11,PA,KA,Control,Control,D,1.6,LP,Forage,AM,0,6,0.333333333,1,0,0,0,0,0,0,0,1
3.1.PA12,PA,KA,Control,Control,D,1.6,LP,Forage,PM,0,6,0.243333333,2,0,0,0,0,0,0,0,0
3.1.PA13,PA,KA,Control,Control,D,1.6,LP,Forage,PM,0,6,0.245833333,0,0,0,0,0,0,0,0,0
3.1.PA14,PA,KA,Control,Control,D,1.6,LP,Burrow,AM,0,6,0.116388889,0,1,0,0,0,0,0,2,2
3.1.PA15,PA,KA,Control,Control,D,1.6,LP,Forage,AM,0,6,0.330555556,1,1,0,0,0,0,0,2,0
3.1.PA16,PA,KA,Control,Control,D,1.6,LP,Forage,AM,0,6,0.339166667,0,1,0,0,0,0,0,0,0
3.1.PA17,PA,KA,Control,Control,D,1.6,LP,Forage,AM,0,6,0.335555556,2,1,1,0,0,0,0,0,0
3.1.PA18,PA,KA,Control,Control,D,1.6,LP,Forage,PM,0,6,0.274722222,0,0,0,0,0,0,0,0,0
3.1.PA19,PA,KA,Control,Control,D,1.6,LP,Burrow,AM,0,6,0.091666667,0,0,0,0,0,0,0,0,0
3.1.PA20,PA,KA,Control,Control,D,1.6,LP,Forage,AM,0,6,0.349722222,2,2,0,1,0,0,1,0,0
3.1.PA21,PA,KA,Control,Control,D,1.6,LP,Forage,AM,0,6,0.332222222,0,3,1,1,0,0,1,0,1
3.1.PA22,PA,KA,Control,Control,D,1.6,LP,Forage,AM,0,6,0.341111111,1,2,0,0,0,0,0,0,4
3.1.PA23,PA,KA,Control,Control,D,1.6,LP,Forage,PM,0,6,0.2475,0,0,0,0,0,0,0,0,0
3.1.PA24,PA,KA,Control,Control,D,1.6,LP,Forage,PM,0,6,0.250555556,0,1,0,0,0,0,0,0,1
3.1.PA25,PA,KA,Control,Control,D,1.7,PP,Forage,AM,0,6,0.346111111,5,0,0,0,0,0,0,1,0
3.1.PA26,PA,KA,Control,Control,D,1.7,PP,Forage,AM,0,6,0.326111111,2,0,0,0,0,0,0,0,3
3.1.PA27,PA,KA,Control,Control,D,1.7,PP,Burrow,AM,0,6,0.088611111,0,0,1,0,0,0,0,1,3
3.1.PA28,PA,KA,Control,Control,D,1.7,PP,Burrow,AM,0,6,0.086666667,0,3,2,0,0,0,0,0,0
3.1.PA29,PA,KA,Control,Control,D,1.7,PP,Forage,PM,0,6,0.254166667,0,1,1,0,0,0,0,1,1
3.1.PA30,PA,KA,Control,Control,D,1.7,PP,Forage,PM,0,6,0.249166667,0,0,2,0,0,0,0,0,0
3.1.PA31,PA,KA,Control,Control,D,1.7,PP,Forage,AM,0,6,0.331388889,0,0,1,0,0,0,0,0,0
3.1.PA32,PA,KA,Control,Control,D,1.7,PP,Forage,AM,0,6,0.331111111,0,1,1,0,0,0,0,0,1
3.1.PA33,PA,KA,Control,Control,D,1.7,PP,Forage,AM,0,6,0.316666667,0,0,0,0,0,0,0,0,0
3.1.PA34,PA,KA,Control,Control,D,1.7,PP,Forage,AM,0,6,0.343333333,0,1,0,0,0,0,1,0,0
3.1.PA35,PA,KA,Control,Control,D,1.7,PP,Forage,PM,0,6,0.257222222,0,1,1,0,0,0,0,0,1
3.1.PA36,PA,KA,Control,Control,D,1.7,PP,Forage,AM,0,6,0.336111111,0,0,0,0,0,0,0,0,0
3.1.PA37,PA,KA,Control,Control,D,1.7,PP,Forage,AM,0,6,0.294166667,0,0,0,0,0,0,0,0,0
4.1.PA01,PA,MB,Control,Control,D,2.7,MP,Forage,PM,14.8,6,0.000277778,0,0,0,0,0,0,0,0,0
4.1.PA02,PA,MB,Control,Control,D,2.7,MP,Forage,PM,14.8,5,0.234444444,2,1,0,0,0,0,0,0,0
4.1.PA03,PA,MB,Control,Control,D,2.7,MP,Forage,AM,14.8,5,0.334722222,0,0,0,0,0,0,0,0,0
4.1.PA04,PA,MB,Control,Control,D,2.7,MP,Forage,AM,14.8,5,0.393888889,1,0,0,0,0,0,1,0,1
4.1.PA05,PA,MB,Control,Control,D,2.7,MP,Forage,PM,14.8,5,0.253888889,0,0,0,0,0,0,0,0,0
4.1.PA06,PA,MB,Control,Control,D,2.7,MP,Forage,PM,14.8,6,0.256944444,0,0,0,0,0,0,0,0,0
4.1.PA07,PA,MB,Control,Control,D,2.7,MP,Forage,PM,14.8,6,0.231388889,0,0,0,0,0,0,0,0,0
4.1.PA08,PA,MB,Control,Control,D,2.7,MP,Forage,PM,14.8,6,0.256666667,0,0,0,0,0,0,1,0,0
4.1.PA09,PA,MB,Control,Control,D,2.7,MP,Forage,AM,14.8,6,0.345277778,0,1,0,0,0,0,0,0,0
4.1.PA10,PA,MB,Control,Control,D,2.7,MP,Forage,AM,14.8,6,0.3275,0,0,0,0,0,0,0,0,0
4.1.PA11,PA,MB,Control,Control,D,2.7,MP,Forage,PM,14.8,6,0.256111111,0,0,0,0,0,0,0,0,0
1.1.QV01,QV,EB,Control,Control,D,4.1,LP,Burrow,AM,65.6,7,0.099444444,0,0,0,0,0,0,0,0,0
1.1.QV02,QV,EB,Control,Control,D,4.1,LP,Forage,AM,65.6,7,0.536666667,0,3,1,1,0,0,0,0,0
1.1.QV03,QV,EB,Control,Control,D,4.1,LP,Forage,AM,65.6,7,0.533888889,2,0,0,0,0,0,0,1,0
1.1.QV04,QV,EB,Control,Control,D,4.1,LP,Forage,PM,65.6,7,0.284166667,1,0,0,0,0,0,4,1,1
1.1.QV05,QV,EB,Control,Control,D,4.1,LP,Forage,PM,65.6,7,0.238055556,0,1,1,1,0,0,0,0,0
1.1.QV06,QV,EB,Control,Control,D,4.1,LP,Forage,AM,66.6,7,0.474722222,0,0,0,0,0,0,0,0,0
1.1.QV07,QV,EB,Control,Control,D,4.1,LP,Forage,AM,66.6,7,0.495277778,0,2,0,1,0,0,0,3,0
1.1.QV08,QV,EB,Control,Control,D,4.1,LP,Forage,AM,66.6,7,0.318888889,0,0,0,0,0,0,0,0,0
1.1.QV09,QV,EB,Control,Control,D,4.1,LP,Forage,PM,66.6,7,0.240277778,0,0,0,0,0,0,0,0,0
1.1.QV10,QV,EB,Control,Control,D,4.1,LP,Forage,PM,66.6,7,0.251944444,0,0,0,0,0,0,0,0,1
1.1.QV11,QV,EB,Control,Control,D,4.1,LP,Burrow,PM,66.6,8,0.081111111,0,0,0,0,0,0,0,0,1
1.1.QV13,QV,EB,Control,Control,D,4.1,LP,Forage,AM,66.6,8,0.51,2,2,2,0,1,0,0,3,1
1.1.QV14,QV,EB,Control,Control,D,4.1,LP,Forage,PM,66.6,8,0.245555556,0,1,1,0,1,0,2,0,0
1.1.QV15,QV,EB,Control,Control,D,4.1,LP,Forage,PM,66.6,8,0.258611111,0,0,0,0,0,0,0,0,0
1.1.QV16,QV,EB,Control,Control,D,4.1,LP,Burrow,PM,66.6,8,0.085555556,1,0,0,0,0,0,0,1,2
1.1.QV17,QV,EB,Control,Control,D,4.1,LP,Burrow,PM,66.6,8,0.020277778,0,0,0,0,0,0,0,0,0
1.1.QV19,QV,EB,Control,Control,D,4.1,LP,Forage,AM,68.2,8,0.588055556,6,1,2,0,2,0,0,0,0
1.1.QV20,QV,EB,Control,Control,D,4.1,LP,Forage,AM,68.2,8,0.520555556,6,1,0,0,0,0,5,2,4
1.1.QV21,QV,EB,Control,Control,D,4.1,LP,Forage,AM,68.2,8,0.258055556,1,1,0,1,0,0,0,0,0
1.1.QV22,QV,EB,Control,Control,D,4.1,LP,Forage,PM,68.2,8,0.27,0,0,2,0,2,0,0,0,0
1.1.QV23,QV,EB,Control,Control,D,4.1,LP,Forage,PM,68.2,8,0.259722222,2,0,0,0,0,0,0,0,0
1.1.QV24,QV,EB,Control,Control,D,4.1,LP,Forage,PM,68.2,8,0.172777778,0,0,0,0,0,0,0,0,0
1.1.QV25,QV,EB,Control,Control,D,4.1,LP,Burrow,PM,68.2,8,0.099166667,0,2,0,0,0,0,1,0,1
1.1.QV26,QV,EB,Control,Control,D,4.1,LP,Burrow,PM,68.2,8,0.098055556,0,0,0,0,0,0,1,0,2
1.1.QV27,QV,EB,Control,Control,D,4.1,LP,Burrow,PM,68.2,8,0.077777778,0,1,0,0,0,0,0,2,8
1.1.QV28,QV,EB,Control,Control,D,4.1,LP,Burrow,PM,68.2,8,0.105555556,0,0,0,0,0,0,0,1,6
1.1.QV29,QV,EB,Control,Control,D,4.1,LP,Burrow,PM,68.2,8,0.115555556,0,1,0,0,0,0,0,0,1
1.1.QV30,QV,EB,Control,Control,D,4.1,LP,Burrow,AM,68.2,9,0.074722222,0,0,0,0,0,0,1,0,3
1.1.QV31,QV,EB,Control,Control,D,4.1,LP,Burrow,AM,68.2,9,0.058888889,0,0,0,0,0,0,0,1,6
1.1.QV32,QV,EB,Control,Control,D,4.1,LP,Forage,AM,68.2,9,0.49,2,0,0,0,0,0,0,0,0
1.1.QV33,QV,EB,Control,Control,D,4.1,LP,Forage,AM,68.2,9,0.628611111,0,3,1,1,0,0,3,0,5
1.1.QV34,QV,EB,Control,Control,D,4.1,LP,Forage,PM,68.2,9,0.241666667,0,0,0,0,0,0,0,0,0
1.1.QV35,QV,EB,Control,Control,D,4.1,LP,Forage,PM,68.2,9,0.217222222,2,0,0,0,0,0,0,0,0
1.1.QV36,QV,EB,Control,Control,D,4.1,PP,Forage,AM,90.4,7,0.677777778,0,0,0,0,0,0,0,0,0
1.1.QV37,QV,EB,Control,Control,D,4.1,PP,Forage,PM,90.4,7,0.644166667,0,0,0,0,0,0,0,0,0
1.1.QV38,QV,EB,Control,Control,D,4.1,PP,Forage,PM,90.4,7,0.183055556,2,2,0,0,0,0,0,0,0
1.1.QV39,QV,EB,Control,Control,D,4.1,PP,Burrow,AM,53.4,11,0.124166667,0,0,0,0,0,0,7,2,6
1.1.QV40,QV,EB,Control,Control,D,4.1,PP,Forage,AM,53.4,10,0.636111111,1,5,1,1,1,0,31,2,20
1.1.QV41,QV,EB,Control,Control,D,4.1,PP,Forage,AM,53.4,10,0.539166667,3,2,2,1,1,0,7,2,0
1.1.QV42,QV,EB,Control,Control,D,4.1,PP,Forage,AM,53.4,10,0.11,1,1,0,0,0,0,5,1,8
1.1.QV43,QV,EB,Control,Control,D,4.1,PP,Forage,PM,53.4,9,0.505277778,1,0,0,0,0,0,2,1,3
1.1.QV44,QV,EB,Control,Control,D,4.1,PP,Forage,PM,53.4,9,0.247222222,1,0,0,0,0,0,0,0,0
1.1.QV45,QV,EB,Control,Control,D,4.1,PP,Forage,PM,53.4,9,0.129722222,1,0,0,0,0,0,0,0,0
1.1.QV46,QV,EB,Control,Control,D,4.1,PP,Forage,AM,25,11,0.633055556,1,1,0,1,0,0,1,0,0
