Focal.ID,KMP.ID,Litter.Code,Treatment.4way,DF.Treatment,Rank,Age,Preg.stage,Location,AM.PM,Total.Monthly.Rainfall,Group.Size,Focal.Length.Hour,Olfactory,HIA.I.All,HIA.R.All,Fcomp.I,Fcomp.R,Sub.I.All,Sub.R.All,Prosocial.I,Prosocial.R
1.1.QV47,QV,EB,Control,Control,D,4.1,PP,Forage,AM,25,10,0.466111111,2,0,0,0,0,0,3,0,0
1.1.QV48,QV,EB,Control,Control,D,4.1,PP,Forage,AM,25,10,0.287777778,0,2,2,0,1,0,4,0,0
1.1.QV49,QV,EB,Control,Control,D,4.1,PP,Forage,PM,25,7,0.54,1,2,2,0,2,0,0,0,0
1.1.QV50,QV,EB,Control,Control,D,4.1,PP,Forage,PM,25,7,0.220277778,1,0,0,0,0,0,0,1,0
1.1.QV51,QV,EB,Control,Control,D,4.2,PP,Forage,AM,51.8,8,0.546944444,0,0,0,0,0,0,0,0,0
1.1.QV52,QV,EB,Control,Control,D,4.2,PP,Forage,AM,51.8,8,0.488611111,3,1,1,1,0,0,0,0,0
1.1.QV53,QV,EB,Control,Control,D,4.2,PP,Forage,PM,51.8,9,0.329166667,0,2,2,1,1,0,0,0,0
3.1.RC01,RC,KB,Control,Control,D,4.2,LP,Forage,PM,6,4,0.245,0,0,0,0,0,0,0,0,0
3.1.RC02,RC,KB,Control,Control,D,4.2,LP,Forage,PM,6,4,0.244722222,0,0,1,0,0,0,0,0,0
3.1.RC03,RC,KB,Control,Control,D,4.2,LP,Forage,PM,6,3,0.251111111,0,0,0,0,0,0,0,0,0
3.1.RC04,RC,KB,Control,Control,D,4.2,LP,Burrow,PM,6,4,0.028888889,0,0,0,0,0,0,0,0,0
3.1.RC05,RC,KB,Control,Control,D,4.2,LP,Forage,PM,6,5,0.198333333,0,2,0,0,0,0,2,0,0
3.1.RC06,RC,KB,Control,Control,D,4.2,LP,Forage,PM,6,5,0.323333333,4,1,0,0,0,0,0,0,0
3.1.RC07,RC,KB,Control,Control,D,4.2,LP,Burrow,PM,6,5,0.058333333,0,0,0,0,0,0,0,2,4
3.1.RC10,RC,KB,Control,Control,D,4.2,LP,Forage,AM,6.4,5,0.328611111,0,2,0,1,0,0,0,0,0
3.1.RC11,RC,KB,Control,Control,D,4.2,LP,Forage,AM,6.4,5,0.315277778,3,0,1,0,0,0,0,0,0
3.1.RC12,RC,KB,Control,Control,D,4.2,LP,Forage,AM,6.4,5,0.315833333,6,0,0,0,0,0,1,0,0
3.1.RC13,RC,KB,Control,Control,D,4.2,LP,Forage,PM,6.4,3,0.262777778,1,0,0,0,0,0,0,0,0
3.1.RC14,RC,KB,Control,Control,D,4.2,LP,Forage,PM,6.4,3,0.254166667,0,0,0,0,0,0,0,0,0
3.1.RC15,RC,KB,Control,Control,D,4.2,LP,Burrow,AM,6.4,3,0.088888889,0,0,1,0,0,0,0,1,0
3.1.RC16,RC,KB,Control,Control,D,4.2,LP,Forage,AM,6.4,3,0.3475,0,2,0,0,0,0,0,0,0
3.1.RC17,RC,KB,Control,Control,D,4.2,LP,Forage,AM,6.4,3,0.330833333,8,2,1,0,0,0,1,1,0
3.1.RC18,RC,KB,Control,Control,D,4.2,LP,Forage,PM,6.4,3,0.246666667,1,1,0,0,0,0,0,1,0
3.1.RC19,RC,KB,Control,Control,D,4.2,LP,Forage,PM,6.4,3,0.2,0,0,0,0,0,0,0,0,0
3.1.RC20,RC,KB,Control,Control,D,4.2,LP,Burrow,AM,6.6,4,0.079444444,0,1,0,0,0,0,0,0,0
3.1.RC21,RC,KB,Control,Control,D,4.2,LP,Burrow,AM,6.6,4,0.052777778,1,0,0,0,0,0,0,0,0
3.1.RC22,RC,KB,Control,Control,D,4.2,LP,Forage,AM,6.6,4,0.341666667,0,1,0,0,0,0,4,0,0
3.1.RC23,RC,KB,Control,Control,D,4.2,LP,Forage,AM,6.6,4,0.313333333,0,0,0,0,0,0,4,0,0
3.1.RC24,RC,KB,Control,Control,D,4.2,LP,Forage,AM,6.6,4,0.348611111,1,0,0,0,0,0,0,0,0
3.1.RC25,RC,KB,Control,Control,D,4.2,LP,Forage,PM,6.6,4,0.275277778,0,0,0,0,0,0,0,0,0
3.1.RC26,RC,KB,Control,Control,D,4.2,LP,Forage,PM,6.6,3,0.169444444,0,0,0,0,0,0,0,0,0
3.1.RC27,RC,KB,Control,Control,D,4.2,LP,Burrow,PM,6.6,4,0.073333333,0,1,1,0,0,0,2,0,1
3.1.RC28,RC,KB,Control,Control,D,4.2,LP,Burrow,PM,6.6,4,0.036944444,0,0,0,0,0,0,0,2,0
3.1.RC29,RC,KB,Control,Control,D,4.2,LP,Forage,AM,10.4,4,0.3025,0,0,0,0,0,0,0,0,0
3.1.RC30,RC,KB,Control,Control,D,4.2,LP,Forage,AM,10.4,4,0.325833333,0,0,0,0,0,0,0,0,0
3.1.RC31,RC,KB,Control,Control,D,4.2,LP,Forage,AM,10.4,4,0.325277778,0,0,0,0,0,0,0,0,0
3.1.RC32,RC,KB,Control,Control,D,4.2,LP,Forage,AM,10.4,3,0.271944444,0,0,0,0,0,0,0,0,0
3.1.RC33,RC,KB,Control,Control,D,4.2,LP,Forage,PM,10.4,3,0.249166667,0,3,0,0,0,0,0,0,0
3.1.RC34,RC,KB,Control,Control,D,4.2,LP,Forage,PM,10.4,3,0.257222222,0,0,0,0,0,0,0,0,0
3.1.RC37,RC,KB,Control,Control,D,4.3,PP,Forage,AM,34,3,0.338333333,0,0,0,0,0,0,0,0,0
3.1.RC38,RC,KB,Control,Control,D,4.3,PP,Forage,AM,34,3,0.33,0,0,0,0,0,0,0,0,0
2.2.RC01,RC,WA,Subordinate,Control,S,3.3,PP,Forage,PM,9,12,0.267777778,0,0,0,0,0,0,0,0,0
2.2.RC02,RC,WA,Subordinate,Control,S,3.3,PP,Forage,PM,9,12,0.246388889,0,0,0,0,0,0,0,0,0
2.2.RC03,RC,WA,Subordinate,Control,S,3.3,PP,Forage,AM,6.4,12,0.335,0,1,1,0,1,0,0,0,0
2.2.RC04,RC,WA,Subordinate,Control,S,3.3,PP,Forage,PM,6.4,12,0.221388889,1,0,0,0,0,0,0,0,0
2.2.RC05,RC,WA,Subordinate,Control,S,3.3,PP,Forage,PM,6.4,12,0.253611111,0,0,0,0,0,0,0,0,0
2.2.RC06,RC,WA,Subordinate,Control,S,3.4,PP,Forage,PM,6.4,12,0.253888889,0,0,0,0,0,0,0,0,0
2.2.RC07,RC,WA,Subordinate,Control,S,3.4,PP,Forage,PM,6.4,12,0.253333333,0,0,0,0,0,0,0,0,0
2.2.RC08,RC,WA,Subordinate,Control,S,3.4,PP,Forage,PM,6.4,12,0.256111111,0,0,0,0,0,0,0,0,0
2.2.RC09,RC,WA,SubordinateFlut,,S,3.4,PP,Forage,AM,4.2,12,0.341388889,0,0,0,0,0,0,0,0,0
2.2.RC10,RC,WA,SubordinateFlut,,S,3.4,PP,Forage,AM,4.2,12,0.352222222,0,0,0,0,0,0,0,0,0
2.2.RC11,RC,WA,SubordinateFlut,,S,3.4,PP,Forage,AM,4.2,12,0.336666667,0,0,0,0,0,0,0,0,0
2.2.RC12,RC,WA,SubordinateFlut,,S,3.4,PP,Forage,PM,4.2,12,0.250833333,0,2,1,0,0,2,0,1,0
2.2.RC13,RC,WA,SubordinateFlut,,S,3.4,PP,Forage,PM,4.2,12,0.136111111,0,0,0,0,0,0,0,0,0
2.2.RC14,RC,WA,SubordinateFlut,,S,3.4,PP,Forage,PM,4.2,12,0.123055556,0,0,0,0,0,0,0,0,0
3.1.RD01,RD,LA,Control,Control,D,3.3,LP,Forage,AM,5.8,16,0.352222222,0,3,0,0,0,0,10,0,2
3.1.RD02,RD,LA,Control,Control,D,3.3,LP,Forage,PM,5.8,16,0.264444444,0,0,0,0,0,0,0,0,2
3.1.RD03,RD,LA,Control,Control,D,3.3,LP,Burrow,PM,5.8,16,0.050555556,0,0,0,0,0,0,0,0,0
3.1.RD04,RD,LA,Control,Control,D,3.3,LP,Burrow,AM,5.8,14,0.100833333,0,4,0,0,0,0,8,2,5
3.1.RD06,RD,LA,Control,Control,D,3.3,LP,Forage,AM,5.8,14,0.355555556,1,7,1,0,0,0,16,2,2
3.1.RD08,RD,LA,Control,Control,D,3.3,LP,Forage,PM,5.8,14,0.218611111,2,1,0,0,0,0,0,0,0
3.1.RD09,RD,LA,Control,Control,D,3.3,LP,Burrow,AM,6,13,0.131666667,3,4,0,0,0,0,0,0,0
3.1.RD11,RD,LA,Control,Control,D,3.3,LP,Forage,AM,6,11,0.058333333,0,1,0,0,0,0,0,0,0
3.1.RD12,RD,LA,Control,Control,D,3.3,LP,Forage,PM,6.4,11,0.301388889,2,1,0,0,0,0,1,0,0
3.1.RD13,RD,LA,Control,Control,D,3.3,LP,Burrow,PM,6.4,11,0.068333333,0,2,0,0,0,0,1,0,0
3.1.RD14,RD,LA,Control,Control,D,3.3,LP,Burrow,PM,6.4,11,0.099444444,0,1,1,0,0,0,1,1,4
3.1.RD15,RD,LA,Control,Control,D,3.3,LP,Burrow,AM,6.4,12,0.073888889,0,0,0,0,0,0,6,2,3
3.1.RD16,RD,LA,Control,Control,D,3.3,LP,Forage,AM,6.4,12,0.335833333,0,0,0,0,0,0,2,0,0
3.1.RD18,RD,LA,Control,Control,D,3.4,PP,Forage,AM,10.4,13,0.345833333,0,2,1,1,0,0,2,0,3
3.1.RD19,RD,LA,Control,Control,D,3.4,PP,Forage,AM,10.4,13,0.325277778,0,1,0,0,0,0,0,0,6
3.1.RD20,RD,LA,Control,Control,D,3.4,PP,Forage,AM,10.4,13,0.321388889,0,1,0,0,0,0,2,0,9
3.1.RD21,RD,LA,Control,Control,D,3.4,PP,Forage,PM,10.4,13,0.093055556,0,1,2,0,1,0,0,0,3
3.1.RD22,RD,LA,Control,Control,D,3.4,PP,Forage,PM,10.4,12,0.241111111,0,1,1,0,1,0,0,0,1
1.1.RH01,RH,UA,Subordinate,Control,S,2,MP,Burrow,AM,26.4,25,0.129444444,0,0,0,0,0,0,0,1,2
1.1.RH02,RH,UA,Subordinate,Control,S,2,MP,Forage,AM,26.4,25,0.448333333,1,1,1,0,1,4,3,1,1
1.1.RH03,RH,UA,Subordinate,Control,S,2,MP,Forage,AM,26.4,32,0.486666667,1,1,1,1,0,2,0,0,0
1.1.RH04,RH,UA,Subordinate,Control,S,2,MP,Forage,PM,26.4,32,0.263055556,0,0,0,0,0,0,0,0,0
1.1.RH05,RH,UA,Subordinate,Control,S,2,MP,Burrow,PM,26.4,32,0.080277778,0,0,1,0,0,0,0,4,1
1.1.RH06,RH,UA,Subordinate,Control,S,2,LP,Burrow,AM,26,32,0.057777778,0,0,0,0,0,0,0,0,1
1.1.RH07,RH,UA,Subordinate,Control,S,2,LP,Forage,AM,26,32,0.503888889,0,0,0,0,0,0,0,0,0
1.1.RH08,RH,UA,Subordinate,Control,S,2,LP,Forage,PM,26,32,0.219166667,1,0,0,0,0,0,0,0,0
1.1.RH09,RH,UA,Subordinate,Control,S,2,LP,Burrow,PM,26,32,0.085833333,0,0,0,0,0,0,0,0,0
1.1.RH22,RH,UA,SubordinateFlut,,S,2.1,LP,Burrow,PM,65.6,27,0.013888889,0,0,1,0,0,0,0,0,0
1.1.RH10,RH,UA,SubordinateFlut,,S,2,LP,Forage,AM,26,32,0.248888889,2,1,1,0,1,0,0,0,0
1.1.RH11,RH,UA,SubordinateFlut,,S,2,LP,Forage,PM,26,32,0.213888889,1,0,0,0,0,0,0,0,0
1.1.RH12,RH,UA,SubordinateFlut,,S,2.1,LP,Forage,AM,63,31,0.453055556,1,1,0,0,0,0,3,0,1
1.1.RH26,RH,UA,SubordinateFlut,,S,2.1,LP,Forage,AM,65.4,28,0.264722222,0,0,0,0,0,0,0,0,0
1.1.RH23,RH,UA,SubordinateFlut,,S,2.1,LP,Forage,PM,65.6,27,0.271944444,0,0,0,0,0,0,0,0,0
1.1.RH24,RH,UA,SubordinateFlut,,S,2.1,LP,Forage,PM,65.6,27,0.132222222,0,0,0,0,0,0,1,0,0
1.1.RH25,RH,UA,SubordinateFlut,,S,2.1,LP,Burrow,PM,65.6,27,0.174444444,0,0,0,0,0,0,0,0,0
1.1.RH27,RH,UA,SubordinateFlut,,S,2.1,LP,Burrow,AM,66.6,30,0.042777778,0,0,0,0,0,0,1,1,0
1.1.RH28,RH,UA,SubordinateFlut,,S,2.1,LP,Forage,AM,66.6,28,0.486666667,0,4,6,0,2,0,1,1,1
1.1.RH29,RH,UA,SubordinateFlut,,S,2.1,LP,Forage,AM,66.6,30,0.508055556,1,0,0,0,0,0,0,0,0
1.1.RH21,RH,UA,SubordinateFlut,,S,2.1,LP,Forage,AM,86.6,14,0.329166667,0,0,0,0,0,0,0,0,0
1.1.RH16,RH,UA,SubordinateFlut,,S,2.1,LP,Forage,PM,87.6,30,0.263888889,0,0,0,0,0,0,0,0,0
1.1.RH17,RH,UA,SubordinateFlut,,S,2.1,LP,Forage,PM,87.6,30,0.186388889,0,0,0,0,0,0,0,0,1
1.1.RH18,RH,UA,SubordinateFlut,,S,2.1,LP,Burrow,AM,87.6,29,0.050833333,0,0,0,0,0,0,0,1,0
1.1.RH19,RH,UA,SubordinateFlut,,S,2.1,LP,Forage,AM,87.6,29,0.361388889,0,0,0,0,0,0,1,0,1
1.1.RH20,RH,UA,SubordinateFlut,,S,2.1,LP,Forage,PM,87.6,28,0.176388889,0,0,0,0,0,0,0,0,0
1.1.RH13,RH,UA,SubordinateFlut,,S,2.1,LP,Burrow,AM,91.4,32,0.086666667,0,0,0,0,0,2,0,0,0
1.1.RH14,RH,UA,SubordinateFlut,,S,2.1,LP,Forage,AM,91.4,32,0.333888889,1,2,0,0,0,0,4,0,0
1.1.RH15,RH,UA,SubordinateFlut,,S,2.1,LP,Forage,PM,91.4,32,0.351666667,1,4,1,1,0,0,2,0,0
1.1.RU01,RU,UB,Subordinate,Control,S,3.1,LP,Forage,AM,68.2,15,0.509166667,0,1,1,0,1,0,2,0,1
1.1.RU02,RU,UB,Subordinate,Control,S,3.1,LP,Burrow,AM,68.2,17,0.204166667,0,0,0,0,0,0,0,0,1
1.1.RU03,RU,UB,Subordinate,Control,S,3.1,LP,Burrow,AM,68.2,17,0.050833333,0,0,0,0,0,0,0,0,1
1.1.RU05,RU,UB,Subordinate,Control,S,3.1,LP,Forage,PM,89.8,8,0.239444444,1,0,0,0,0,0,0,0,0
1.1.RU06,RU,UB,Subordinate,Control,S,3.1,LP,Forage,PM,89.8,8,0.253333333,0,0,0,0,0,0,1,0,0
2.2.SN01,SN,GA,Control,Control,D,4.2,MP,Burrow,AM,8.8,15,0.033611111,0,0,0,0,0,0,2,0,0
2.2.SN02,SN,GA,Control,Control,D,4.2,MP,Forage,AM,8.8,15,0.350833333,0,3,0,1,0,0,0,0,1
2.2.SN03,SN,GA,Control,Control,D,4.2,MP,Forage,AM,8.8,14,0.365833333,0,0,0,0,0,0,0,0,0
2.2.SN04,SN,GA,Control,Control,D,4.2,MP,Forage,AM,8.8,13,0.379166667,0,0,0,0,0,0,0,0,0
2.2.SN05,SN,GA,Control,Control,D,4.2,MP,Forage,PM,5.8,14,0.244444444,1,0,0,0,0,0,0,0,0
2.2.SN06,SN,GA,Control,Control,D,4.2,MP,Forage,AM,5.8,14,0.3425,0,3,2,0,2,0,0,0,0
2.2.SN07,SN,GA,Control,Control,D,4.2,MP,Forage,AM,5.8,14,0.368888889,0,0,0,0,0,0,0,0,0
2.2.SN08,SN,GA,Control,Control,D,4.2,MP,Forage,AM,5.8,14,0.318611111,0,0,0,0,0,0,1,0,3
2.2.SN09,SN,GA,Control,Control,D,4.2,MP,Forage,PM,5.8,14,0.225833333,1,0,0,0,0,0,0,0,0
2.2.SN10,SN,GA,Control,Control,D,4.2,MP,Forage,PM,5.8,14,0.268333333,0,1,1,0,1,0,0,0,0
2.2.SN11,SN,GA,Control,Control,D,4.2,MP,Burrow,AM,7.8,13,0.048333333,0,0,0,0,0,0,0,1,0
2.2.SN12,SN,GA,Control,Control,D,4.2,MP,Forage,AM,7.8,13,0.325555556,0,0,1,0,1,0,0,0,0
2.2.SN13,SN,GA,Control,Control,D,4.2,MP,Forage,PM,7.6,13,0.263333333,0,0,0,0,0,0,0,0,0
2.2.SN14,SN,GA,Control,Control,D,4.2,MP,Forage,PM,7.6,13,0.248888889,4,0,0,0,0,0,1,0,0
2.2.SN15,SN,GA,Control,Control,D,4.2,MP,Forage,PM,6.8,13,0.254722222,0,0,0,0,0,0,2,0,0
2.2.SN16,SN,GA,Control,Control,D,4.2,MP,Burrow,AM,6.8,13,0.0875,0,0,0,0,0,0,0,0,0
2.2.SN17,SN,GA,Control,Control,D,4.2,MP,Forage,AM,6.8,13,0.398055556,0,0,1,0,1,0,2,0,0
2.2.SN18,SN,GA,Control,Control,D,4.2,MP,Forage,PM,6.8,13,0.255277778,0,0,0,0,0,0,0,0,0
2.2.SN19,SN,GA,Control,Control,D,4.2,MP,Forage,PM,6.8,13,0.202222222,0,0,0,0,0,0,0,1,1
2.2.SN20,SN,GA,Flutamide,Flutamide,D,4.2,LP,Forage,PM,9,13,0.246666667,0,2,0,0,0,0,5,1,6
2.2.SN21,SN,GA,Flutamide,Flutamide,D,4.2,LP,Forage,PM,9,13,0.240555556,0,0,0,0,0,0,1,0,1
2.2.SN22,SN,GA,Flutamide,Flutamide,D,4.2,LP,Forage,AM,6.4,13,0.3325,0,2,0,0,0,0,0,0,2
2.2.SN23,SN,GA,Flutamide,Flutamide,D,4.2,LP,Forage,AM,6.4,13,0.227222222,0,0,0,0,0,0,0,0,0
2.2.SN24,SN,GA,Flutamide,Flutamide,D,4.2,LP,Forage,AM,6.4,13,0.341944444,2,1,0,0,0,0,0,0,0
2.2.SN25,SN,GA,Flutamide,Flutamide,D,4.2,LP,Forage,AM,6.4,13,0.088055556,0,2,0,0,0,0,0,1,0
2.2.SN26,SN,GA,Flutamide,Flutamide,D,4.2,LP,Forage,AM,6.4,13,0.085277778,0,0,0,0,0,0,2,0,2
2.2.SN27,SN,GA,Flutamide,Flutamide,D,4.2,LP,Forage,PM,6.4,13,0.172222222,0,0,0,0,0,0,0,0,0
2.2.SN28,SN,GA,Flutamide,Flutamide,D,4.2,LP,Forage,PM,6.4,13,0.2075,0,0,0,0,0,0,0,0,0
2.2.SN29,SN,GA,Flutamide,Flutamide,D,4.2,LP,Burrow,AM,6.4,13,0.069722222,0,0,0,0,0,0,0,0,0
2.2.SN30,SN,GA,Flutamide,Flutamide,D,4.2,LP,Forage,AM,6.4,13,0.418055556,0,0,0,0,0,0,0,0,0
2.2.SN31,SN,GA,Flutamide,Flutamide,D,4.2,LP,Forage,AM,6.4,13,0.336111111,2,0,0,0,0,0,5,0,1
2.2.SN32,SN,GA,Flutamide,Flutamide,D,4.2,LP,Forage,AM,6.4,13,0.338333333,1,0,0,0,0,0,0,0,0
2.2.SN33,SN,GA,Flutamide,Flutamide,D,4.2,LP,Forage,PM,6.4,13,0.235555556,0,0,0,0,0,0,0,0,0
2.2.SN34,SN,GA,Flutamide,Flutamide,D,4.2,LP,Forage,PM,6.4,13,0.286944444,1,0,1,0,1,0,0,0,0
2.2.SN35,SN,GA,Flutamide,Flutamide,D,4.3,LP,Burrow,AM,6.4,13,0.093611111,0,1,1,0,0,0,0,2,3
2.2.SN36,SN,GA,Flutamide,Flutamide,D,4.3,LP,Forage,AM,6.4,13,0.329166667,0,0,0,0,0,0,0,0,0
2.2.SN37,SN,GA,Flutamide,Flutamide,D,4.3,LP,Forage,AM,6.4,13,0.363333333,0,0,1,0,1,0,0,0,0
2.2.SN38,SN,GA,Flutamide,Flutamide,D,4.3,LP,Forage,AM,6.4,13,0.319166667,0,0,0,0,0,0,4,0,0
2.2.SN39,SN,GA,Flutamide,Flutamide,D,4.3,LP,Burrow,PM,6.4,13,0.08,0,0,0,0,0,0,0,0,1
2.2.SN40,SN,GA,Flutamide,Flutamide,D,4.3,LP,Forage,PM,4.2,13,0.278055556,0,0,0,0,0,0,1,0,0
2.2.SN41,SN,GA,Flutamide,Flutamide,D,4.3,LP,Forage,PM,4.2,13,0.267222222,0,0,0,0,0,0,0,0,0
2.2.SN42,SN,GA,Flutamide,Flutamide,D,4.3,LP,Forage,AM,4.2,13,0.336944444,0,0,0,0,0,0,0,0,0
2.2.SN43,SN,GA,Flutamide,Flutamide,D,4.3,LP,Forage,AM,4.2,13,0.344444444,1,0,0,0,0,0,0,0,0
2.2.SN44,SN,GA,Flutamide,Flutamide,D,4.3,LP,Forage,AM,4.2,13,0.343333333,1,0,0,0,0,0,0,0,0
2.2.SN45,SN,GA,Flutamide,Flutamide,D,4.3,LP,Forage,PM,4.2,13,0.266944444,2,0,0,0,0,0,0,0,0
2.2.SN46,SN,GA,Flutamide,Flutamide,D,4.3,LP,Forage,AM,4.2,13,0.210277778,0,0,0,0,0,0,0,0,0
2.2.SN47,SN,GA,Flutamide,Flutamide,D,4.3,LP,Forage,AM,4.2,13,0.355833333,0,0,0,0,0,0,0,0,0
2.2.SN48,SN,GA,Flutamide,Flutamide,D,4.3,LP,Forage,AM,4.2,13,0.400555556,1,0,0,0,0,0,0,0,0
2.2.SN49,SN,GA,Flutamide,Flutamide,D,4.3,LP,Forage,PM,4.2,13,0.272777778,1,1,0,0,0,0,0,0,0
2.2.SN50,SN,GA,Flutamide,Flutamide,D,4.3,LP,Burrow,PM,4.2,13,0.206388889,0,0,0,0,0,0,0,0,7
4.1.SW01,SW,ZC,Subordinate,Control,S,2.7,LP,Forage,PM,14.8,6,1.221388889,0,0,0,0,0,0,0,0,0
4.1.SW02,SW,ZC,Subordinate,Control,S,2.7,LP,Burrow,PM,14.8,6,0.085,0,0,0,0,0,0,0,0,1
4.1.SW03,SW,ZC,Subordinate,Control,S,2.7,LP,Forage,PM,14.8,5,0.250277778,0,0,0,0,0,0,0,0,0
4.1.SW04,SW,ZC,Subordinate,Control,S,2.7,LP,Forage,AM,14.8,5,0.35,0,0,0,0,0,0,0,1,1
4.1.SW05,SW,ZC,Subordinate,Control,S,2.7,LP,Forage,AM,14.8,5,0.294444444,1,0,0,0,0,0,0,0,0
4.1.SW06,SW,ZC,Subordinate,Control,S,2.7,LP,Forage,PM,14.8,5,0.243055556,1,1,0,0,0,2,0,0,0
4.1.SW07,SW,ZC,Subordinate,Control,S,2.7,LP,Forage,PM,14.8,6,0.244722222,0,0,0,0,0,0,0,0,0
4.1.SW08,SW,ZC,Subordinate,Control,S,2.7,LP,Forage,PM,14.8,6,0.254444444,0,0,0,0,0,0,0,0,0
4.1.SW09,SW,ZC,Subordinate,Control,S,2.7,LP,Forage,PM,14.8,6,0.239444444,0,0,0,0,0,0,0,0,0
4.1.SW10,SW,ZC,Subordinate,Control,S,2.7,LP,Forage,PM,14.8,6,0.255,1,0,0,0,0,1,0,0,0
4.1.SW11,SW,ZC,Subordinate,Control,S,2.7,LP,Burrow,PM,14.8,6,0.069166667,0,0,0,0,0,0,0,0,2
4.1.SW12,SW,ZC,Subordinate,Control,S,2.7,LP,Forage,PM,14.8,6,0.237222222,1,0,0,0,0,0,0,0,0
4.1.SW13,SW,ZC,Subordinate,Control,S,2.7,LP,Forage,PM,14.8,6,0.2525,0,0,0,0,0,0,0,0,0
4.1.SW14,SW,ZC,Subordinate,Control,S,2.7,LP,Forage,AM,14.8,6,0.292222222,0,0,0,0,0,0,0,0,0
4.1.SW15,SW,ZC,Subordinate,Control,S,2.7,LP,Forage,AM,14.8,6,0.322777778,0,0,0,0,0,0,0,0,0
4.1.SW16,SW,ZC,Subordinate,Control,S,2.7,LP,Forage,AM,14.8,6,0.329722222,0,0,0,0,0,0,0,0,0
4.1.SW17,SW,ZC,Subordinate,Control,S,2.7,LP,Forage,PM,14.8,6,0.255555556,0,0,0,0,0,0,0,0,0
4.1.SW18,SW,ZC,Subordinate,Control,S,2.7,LP,Forage,PM,14.8,6,0.2375,1,0,0,0,0,0,0,0,0
2.1.TH01,TH,VB,Subordinate,Control,S,1.3,LP,Forage,AM,8.8,14,0.413888889,0,0,0,0,0,0,0,0,0
2.1.TH02,TH,VB,Subordinate,Control,S,1.3,LP,Forage,AM,8.8,14,0.278055556,0,0,0,0,0,0,0,0,0
2.1.TH05,TH,VB,Subordinate,Control,S,1.3,LP,Forage,AM,5.8,14,0.315833333,1,0,0,0,0,0,0,0,0
2.1.TH06,TH,VB,Subordinate,Control,S,1.3,LP,Forage,AM,5.8,14,0.211944444,1,0,0,0,0,0,0,0,0
2.1.TH07,TH,VB,Subordinate,Control,S,1.3,LP,Forage,AM,5.8,14,0.346944444,0,0,0,0,0,0,0,0,0
2.1.TH08,TH,VB,Subordinate,Control,S,1.3,LP,Forage,PM,5.8,14,0.261388889,0,0,0,0,0,0,0,0,0
2.1.TH09,TH,VB,Subordinate,Control,S,1.3,LP,Burrow,PM,5.8,14,0.056388889,0,0,0,0,0,0,0,0,0
2.1.TH11,TH,VB,Subordinate,Control,S,1.3,LP,Forage,AM,7.8,13,0.3125,1,1,1,0,1,0,0,0,0
2.1.TH12,TH,VB,Subordinate,Control,S,1.4,LP,Forage,PM,7.6,13,0.240277778,0,0,0,0,0,0,0,0,0
2.1.TH13,TH,VB,Subordinate,Control,S,1.4,LP,Forage,PM,6.8,13,0.111944444,0,0,0,0,0,0,0,0,0
2.1.TH14,TH,VB,Subordinate,Control,S,1.4,LP,Forage,PM,6.8,13,0.218888889,0,0,0,0,0,0,0,0,0
2.1.TH15,TH,VB,Subordinate,Control,S,1.4,LP,Forage,AM,6.8,13,0.322777778,1,0,0,0,0,0,0,0,0
2.1.TH16,TH,VB,Subordinate,Control,S,1.4,LP,Forage,PM,6.8,13,0.256111111,1,0,1,0,1,0,0,0,0
2.1.TH18,TH,VB,SubordinateFlut,,S,1.4,LP,Forage,AM,6.4,13,0.323055556,2,0,0,0,0,0,0,0,0
2.1.TH17,TH,VB,SubordinateFlut,,S,1.4,LP,Forage,PM,9,13,0.260277778,0,0,0,0,0,1,0,0,0
2.1.TH31,TH,VB,SubordinateFlut,,S,1.4,PP,Forage,PM,4.2,13,0.244166667,0,1,0,1,0,0,1,0,0
2.1.TH32,TH,VB,SubordinateFlut,,S,1.4,PP,Forage,PM,4.2,13,0.261111111,0,0,0,0,0,0,0,0,0
2.1.TH33,TH,VB,SubordinateFlut,,S,1.4,PP,Forage,PM,4.2,13,0.26,2,1,0,1,0,0,0,0,0
2.1.TH19,TH,VB,SubordinateFlut,,S,1.4,PP,Forage,AM,6.4,13,0.331944444,1,0,0,0,0,0,0,0,0
2.1.TH20,TH,VB,SubordinateFlut,,S,1.4,PP,Forage,AM,6.4,13,0.104444444,0,0,0,0,0,0,0,1,1
2.1.TH21,TH,VB,SubordinateFlut,,S,1.4,PP,Forage,PM,6.4,13,0.238611111,1,0,0,0,0,0,0,0,0
2.1.TH22,TH,VB,SubordinateFlut,,S,1.4,PP,Forage,AM,6.4,13,0.320277778,2,0,0,0,0,0,0,0,1
2.1.TH23,TH,VB,SubordinateFlut,,S,1.4,PP,Forage,AM,6.4,13,0.336666667,1,0,0,0,0,1,0,0,0
2.1.TH24,TH,VB,SubordinateFlut,,S,1.4,PP,Forage,AM,6.4,13,0.334166667,0,0,0,0,0,0,0,0,0
2.1.TH25,TH,VB,SubordinateFlut,,S,1.4,PP,Forage,PM,6.4,13,0.226666667,0,0,0,0,0,0,1,1,3
2.1.TH26,TH,VB,SubordinateFlut,,S,1.4,PP,Forage,PM,6.4,13,0.256944444,0,1,0,0,0,0,0,0,0
2.1.TH27,TH,VB,SubordinateFlut,,S,1.4,PP,Forage,AM,6.4,13,0.339444444,0,2,3,1,2,0,0,0,0
