,kmp.id.nospace,mom.id,litter,sex,X3.way,age.months.cont,group.size,location1,am.pm,obs.time.hr,i.aggr.all,Total.monthly.rainfall
3133,AB,AAE,AAAG,M,Dominant treated,4.2,15,forage,pm,0.247777778,0,1.6
3134,AJ,AAG,AAAK,F,Dominant control,4.2,13,forage,pm,0.347777778,1,0
3135,AK,AAG,AAAK,M,Dominant control,4.2,13,burrow,pm,0.086666667,0,0
3136,AM,AAG,AAAK,M,Dominant control,4.2,13,forage,pm,0.257777778,2,0
3137,CI,AR,AABD,F,Subordinate control,4.2,15,forage,am,0.334444444,3,0
3138,AN,AAH,AAAL,F,Dominant control,4.1,22,forage,pm,0.093611111,0,10.599999
3139,AO,AAH,AAAL,F,Dominant control,4.1,22,forage,pm,0.080555556,1,10.599999
3140,CJ,AAW,AABE,F,Subordinate control,4.2,15,forage,am,0.318888889,0,2.6
3141,CK,AAW,AABE,F,Subordinate control,4.2,15,forage,am,0.339444444,0,2.6
3142,CL,AN,AABF,F,Subordinate control,4.1,9,forage,am,0.327222222,0,0.2
3143,AP,AAH,AAAL,M,Dominant control,4.1,22,burrow,am,0.024444444,0,10.599999
3144,AQ,AAH,AAAL,M,Dominant control,4.1,22,forage,pm,0.073333333,0,10.599999
3145,CP,AN,AABF,M,Subordinate control,4.1,9,forage,am,0.332222222,0,0.2
3146,CQ,AN,AABF,M,Subordinate control,4.1,9,forage,pm,0.2525,0,0.2
3147,AX,AAL,AAAP,F,Dominant treated,4.2,33,burrow,am,0.056666667,0,26.400011
3148,AY,AAL,AAAP,F,Dominant treated,4.1,28,forage,am,0.331666667,0,26.400011
3149,BD,AAL,AAAP,M,Dominant treated,4.2,33,forage,am,0.35,0,26.400011
3150,BG,AAM/AAN/AAO,AAAQ/AAAR/AAAS,M,Subordinate control,4.3,12,burrow,pm,0.084444444,0,2.8
3151,BJ,A,AAAU,F,Subordinate control,4.2,7,forage,am,0.335,0,36.199993
3152,BK,A,AAAU,F,Subordinate control,4.2,7,forage,am,0.336944444,0,36.199993
3153,BR,AAS,AAAY,F,Dominant control,4,9,burrow,pm,0.090555556,0,11.999999
3154,BS,AAS,AAAY,M,Dominant control,4.2,9,forage,am,0.282222222,0,11.999999
3155,BU,AAS,AAAY,M,Dominant control,4.1,9,forage,pm,0.263888889,2,11.999999
3156,BX,AAT,AAAZ,M,Dominant control,4.3,31,burrow,pm,0.012222222,0,0
3157,BZ,AAT,AAAZ,M,Dominant control,4.3,31,burrow,pm,0.068333333,0,0
3158,CB,AAU,AABA,F,Subordinate control,4,20,burrow,am,0.027777778,0,27.200011
3159,CE,AAU,AABA,F,Subordinate control,4,20,burrow,am,0.098611111,0,27.200011
3160,CC,AAU,AABA,M,Subordinate control,4,20,burrow,am,0.085833333,0,27.200011
3161,CY,CB,AABH,M,Subordinate control,3.9,7,burrow,pm,0.121388889,0,8.799998
3162,A,AAA,AAAA,F,Subordinate control,4.4,25,burrow,pm,0.110555556,0,1
3163,B,AAA,AAAA,M,Subordinate control,4.4,25,forage,am,0.271388889,0,1
3164,C,AAA,AAAA,M,Subordinate control,4.4,25,forage,am,0.259166667,0,1
3165,D,AAA,AAAA,M,Subordinate control,4.4,25,forage,pm,0.244722222,1,1
3166,H,F,AAAC,F,Subordinate control,4.2,17,forage,am,0.325555556,1,13.600001
3167,Q,F,AAAC,M,Subordinate control,4.2,17,burrow,am,0.046111111,0,13.600001
3168,L,F,AAAC,M,Subordinate control,4.2,17,burrow,am,0.102222222,0,13.600001
3169,N,AAC,AAAE,M,Dominant treated,4.2,17,forage,pm,0.33,0,0
3170,T,AAC,AAAE,M,Dominant treated,4.2,23,forage,pm,0.171388889,0,0
3171,P,AAC,AAAE,M,Dominant treated,4.2,17,forage,pm,0.246944444,0,0
3172,Y,AAE,AAAG,F,Dominant treated,4.2,15,burrow,pm,0.084444444,0,1.6
3173,Z,AAE,AAAG,F,Dominant treated,4.2,15,burrow,pm,0.079722222,0,1.6
3174,AB,AAE,AAAG,M,Dominant treated,4.3,15,forage,pm,0.262222222,2,26.000011
3175,AJ,AAG,AAAK,F,Dominant control,4.2,13,forage,pm,0.356388889,1,0
3176,CJ,AAW,AABE,F,Subordinate control,4.2,15,forage,am,0.327222222,2,2.6
3177,CL,AN,AABF,F,Subordinate control,4.1,9,forage,pm,0.253611111,0,0.2
3178,CP,AN,AABF,M,Subordinate control,4.1,9,forage,pm,0.270833333,0,0.2
3179,AX,AAL,AAAP,F,Dominant treated,4.2,33,burrow,am,0.070833333,0,26.400011
3180,AY,AAL,AAAP,F,Dominant treated,4.1,29,forage,pm,0.254722222,1,26.400011
3181,BD,AAL,AAAP,M,Dominant treated,4.2,33,forage,am,0.346666667,1,26.400011
3182,BJ,A,AAAU,F,Subordinate control,4.2,7,burrow,am,0.143888889,0,35.199993
3183,BK,A,AAAU,F,Subordinate control,4.2,7,forage,am,0.340555556,0,36.199993
3184,BR,AAS,AAAY,F,Dominant control,4.1,9,forage,pm,0.254166667,1,11.999999
3185,BS,AAS,AAAY,M,Dominant control,4.2,9,forage,am,0.322777778,0,11.999999
3186,BU,AAS,AAAY,M,Dominant control,4.1,9,burrow,pm,0.049722222,0,11.999999
3187,BX,AAT,AAAZ,M,Dominant control,4.3,31,burrow,pm,0.069722222,0,0
3188,BZ,AAT,AAAZ,M,Dominant control,4.3,31,burrow,pm,0.050555556,0,0
3189,CB,AAU,AABA,F,Subordinate control,4,20,forage,am,0.335277778,1,27.200011
3190,CE,AAU,AABA,F,Subordinate control,4,20,burrow,am,0.068611111,0,27.200011
3191,CC,AAU,AABA,M,Subordinate control,4,20,burrow,am,0.008055556,0,27.200011
3192,CY,CB,AABH,M,Subordinate control,4,7,burrow,am,0.078888889,0,8.799998
3193,A,AAA,AAAA,F,Subordinate control,4.4,25,burrow,am,0.090555556,0,1
3194,B,AAA,AAAA,M,Subordinate control,4.4,25,forage,am,0.268333333,2,1
3195,C,AAA,AAAA,M,Subordinate control,4.4,25,forage,pm,0.253333333,0,1
3196,H,F,AAAC,F,Subordinate control,4.2,17,forage,am,0.376944444,1,13.600001
3197,Q,F,AAAC,M,Subordinate control,4.2,17,forage,am,0.298055556,0,13.600001
3198,L,F,AAAC,M,Subordinate control,4.2,17,forage,am,0.3925,0,13.600001
3199,N,AAC,AAAE,M,Dominant treated,4.2,17,forage,pm,0.251666667,0,0
3200,Y,AAE,AAAG,F,Dominant treated,4.3,15,forage,pm,0.253333333,0,26.000011
3201,Z,AAE,AAAG,F,Dominant treated,4.2,15,forage,pm,0.191111111,0,1.6
3202,AB,AAE,AAAG,M,Dominant treated,4.3,15,forage,pm,0.139444444,0,26.000011
3203,AJ,AAG,AAAK,F,Dominant control,4.2,13,burrow,pm,0.013611111,0,0
3204,CP,AN,AABF,M,Subordinate control,4.1,9,forage,pm,0.268333333,0,0.2
3205,AX,AAL,AAAP,F,Dominant treated,4.2,33,burrow,am,0.096666667,0,26.400011
3206,AY,AAL,AAAP,F,Dominant treated,4.1,29,forage,pm,0.250277778,0,26.400011
3207,BD,AAL,AAAP,M,Dominant treated,4.2,33,forage,am,0.173333333,0,26.400011
3208,BJ,A,AAAU,F,Subordinate control,4.2,7,forage,am,0.325,0,35.199993
3209,BK,A,AAAU,F,Subordinate control,4.2,7,forage,am,0.344722222,0,35.199993
3210,BR,AAS,AAAY,F,Dominant control,4.1,9,forage,pm,0.2525,0,11.999999
3211,BS,AAS,AAAY,M,Dominant control,4.2,9,forage,am,0.320277778,2,11.999999
3212,BU,AAS,AAAY,M,Dominant control,4.2,9,burrow,am,0.08,0,11.999999
3213,CB,AAU,AABA,F,Subordinate control,4,20,forage,am,0.326666667,0,27.200011
3214,CE,AAU,AABA,F,Subordinate control,4,20,burrow,am,0.030833333,0,27.200011
3215,CC,AAU,AABA,M,Subordinate control,4,20,burrow,am,0.01,0,27.200011
3216,CY,CB,AABH,M,Subordinate control,4,7,forage,am,0.660277778,0,8.799998
3217,A,AAA,AAAA,F,Subordinate control,4.4,25,burrow,am,0.1025,0,1
3218,B,AAA,AAAA,M,Subordinate control,4.4,25,forage,pm,0.258333333,1,1
3219,H,F,AAAC,F,Subordinate control,4.2,17,forage,am,0.3725,1,13.600001
3220,Q,F,AAAC,M,Subordinate control,4.2,17,forage,am,0.324444444,1,13.600001
3221,L,F,AAAC,M,Subordinate control,4.2,17,forage,am,0.331388889,4,13.600001
3222,N,AAC,AAAE,M,Dominant treated,4.2,23,forage,pm,0.256111111,0,0
3223,Y,AAE,AAAG,F,Dominant treated,4.3,15,forage,pm,0.263888889,3,26.000011
3224,Z,AAE,AAAG,F,Dominant treated,4.3,15,forage,pm,0.297777778,0,26.000011
3225,AB,AAE,AAAG,M,Dominant treated,4.3,15,forage,am,0.265555556,1,26.200011
3226,AX,AAL,AAAP,F,Dominant treated,4.2,33,forage,am,0.371388889,1,26.400011
3227,AY,AAL,AAAP,F,Dominant treated,4.2,33,burrow,am,0.103611111,0,26.400011
3228,BD,AAL,AAAP,M,Dominant treated,4.2,33,forage,pm,0.268055556,0,26.400011
3229,BJ,A,AAAU,F,Subordinate control,4.2,7,forage,am,0.322222222,0,35.199993
3230,BK,A,AAAU,F,Subordinate control,4.2,7,forage,am,0.199444444,0,35.199993
3231,BR,AAS,AAAY,F,Dominant control,4.2,9,burrow,am,0.087222222,0,11.999999
3232,BS,AAS,AAAY,M,Dominant control,4.2,9,forage,pm,0.278333333,5,11.999999
3233,BU,AAS,AAAY,M,Dominant control,4.2,9,forage,am,0.343888889,1,11.999999
3234,CB,AAU,AABA,F,Subordinate control,4,19,forage,pm,0.23,2,27.200011
3235,CE,AAU,AABA,F,Subordinate control,4,20,burrow,am,0.0675,0,27.200011
3236,CC,AAU,AABA,M,Subordinate control,4,20,forage,am,0.363333333,1,27.200011
3237,CY,CB,AABH,M,Subordinate control,4,7,forage,am,0.390555556,4,8.799998
3238,A,AAA,AAAA,F,Subordinate control,4.4,25,forage,am,0.337222222,0,1
3239,B,AAA,AAAA,M,Subordinate control,4.4,25,burrow,pm,0.058888889,0,1
3240,Y,AAE,AAAG,F,Dominant treated,4.3,15,burrow,pm,0.046388889,0,26.000011
3241,Z,AAE,AAAG,F,Dominant treated,4.3,15,burrow,pm,0.051388889,0,26.000011
3242,AB,AAE,AAAG,M,Dominant treated,4.3,15,forage,am,0.246944444,0,26.200011
3243,AX,AAL,AAAP,F,Dominant treated,4.2,33,forage,am,0.341111111,0,26.400011
3244,AY,AAL,AAAP,F,Dominant treated,4.2,33,forage,am,0.055277778,0,26.400011
3245,BD,AAL,AAAP,M,Dominant treated,4.2,33,forage,pm,0.258055556,0,26.400011
3246,BJ,A,AAAU,F,Subordinate control,4.2,7,forage,am,0.3325,0,35.199993
3247,BK,A,AAAU,F,Subordinate control,4.2,7,forage,am,0.3325,0,35.199993
3248,BR,AAS,AAAY,F,Dominant control,4.2,9,forage,am,0.292777778,2,11.999999
3249,BS,AAS,AAAY,M,Dominant control,4.2,9,forage,pm,0.213888889,5,11.999999
3250,BU,AAS,AAAY,M,Dominant control,4.2,9,forage,am,0.249166667,1,11.999999
3251,CB,AAU,AABA,F,Subordinate control,4,19,forage,pm,0.273888889,1,27.200011
3252,CE,AAU,AABA,F,Subordinate control,4,20,burrow,am,0.036944444,0,27.200011
3253,CC,AAU,AABA,M,Subordinate control,4,20,forage,am,0.338611111,1,27.200011
3254,CY,CB,AABH,M,Subordinate control,4,7,forage,am,0.363611111,0,8.799998
3255,A,AAA,AAAA,F,Subordinate control,4.4,25,forage,am,0.255277778,1,1
3256,Y,AAE,AAAG,F,Dominant treated,4.3,15,forage,am,0.244444444,1,26.200011
3257,Z,AAE,AAAG,F,Dominant treated,4.3,15,forage,am,0.257777778,0,26.200011
3258,AB,AAE,AAAG,M,Dominant treated,4.3,15,forage,pm,0.2525,2,26.200011
3259,AX,AAL,AAAP,F,Dominant treated,4.2,33,forage,am,0.176388889,0,26.400011
3260,AY,AAL,AAAP,F,Dominant treated,4.2,33,burrow,am,0.227777778,0,26.400011
3261,BD,AAL,AAAP,M,Dominant treated,4.3,33,forage,am,0.318055556,1,26.400011
3262,BJ,A,AAAU,F,Subordinate control,4.2,7,forage,am,0.310833333,0,35.199993
3263,BR,AAS,AAAY,F,Dominant control,4.2,9,forage,am,0.321111111,2,11.999999
3264,BU,AAS,AAAY,M,Dominant control,4.2,9,forage,am,0.323333333,9,11.999999
3265,CB,AAU,AABA,F,Subordinate control,4,19,forage,pm,0.121388889,0,27.200011
3266,CE,AAU,AABA,F,Subordinate control,4,20,forage,am,0.337222222,2,27.200011
3267,CC,AAU,AABA,M,Subordinate control,4,19,forage,pm,0.248055556,0,27.200011
3268,CY,CB,AABH,M,Subordinate control,4,7,forage,am,0.377777778,2,8.799998
3269,A,AAA,AAAA,F,Subordinate control,4.4,25,forage,pm,0.260833333,0,1
3270,Y,AAE,AAAG,F,Dominant treated,4.3,15,forage,am,0.257222222,0,26.200011
3271,Z,AAE,AAAG,F,Dominant treated,4.3,15,forage,am,0.249166667,1,26.200011
3272,AB,AAE,AAAG,M,Dominant treated,4.4,15,burrow,am,0.093333333,0,26.400011
3273,AX,AAL,AAAP,F,Dominant treated,4.2,33,forage,pm,0.284166667,0,26.400011
3274,AY,AAL,AAAP,F,Dominant treated,4.2,33,forage,am,0.346111111,4,26.400011
3275,BD,AAL,AAAP,M,Dominant treated,4.3,33,forage,am,0.333333333,0,26.400011
3276,BR,AAS,AAAY,F,Dominant control,4.2,9,forage,am,0.319444444,3,11.999999
3277,BU,AAS,AAAY,M,Dominant control,4.2,9,forage,pm,0.246388889,0,11.999999
3278,CB,AAU,AABA,F,Subordinate control,4,19,burrow,pm,0.023055556,0,27.200011
3279,CE,AAU,AABA,F,Subordinate control,4,20,forage,am,0.33,2,27.200011
3280,CC,AAU,AABA,M,Subordinate control,4,19,forage,pm,0.250555556,0,27.200011
3281,CY,CB,AABH,M,Subordinate control,4,7,forage,pm,0.359444444,0,8.799998
3282,A,AAA,AAAA,F,Subordinate control,4.2,25,forage,am,0.342222222,0,27.200011
3283,B,AAA,AAAA,M,Subordinate control,4.2,25,forage,am,0.324444444,0,27.200011
3284,C,AAA,AAAA,M,Subordinate control,4.2,25,forage,am,0.359722222,0,27.200011
3285,D,AAA,AAAA,M,Subordinate control,4.2,24,forage,am,0.326666667,0,27.200011
3286,H,F,AAAC,F,Subordinate control,4,16,burrow,pm,0.035,0,31.80002
3287,I,AAC,AAAD,F,Dominant control,4.1,20,burrow,am,0.100277778,0,2.4
3288,Q,F,AAAC,M,Subordinate control,4,16,forage,pm,0.256388889,0,31.80002
3289,L,F,AAAC,M,Subordinate control,4,16,forage,pm,0.256944444,0,31.80002
3290,R,AAC,AAAD,M,Dominant control,4.1,20,burrow,am,0.083611111,0,2.4
3291,S,AAC,AAAD,M,Dominant control,3.9,20,burrow,pm,0.089444444,0,56.400107
3292,M,AAC,AAAD,M,Dominant control,4.1,20,burrow,am,0.088888889,0,2.4
3293,N,AAC,AAAE,M,Dominant treated,4,20,burrow,am,0.106944444,1,0
3294,T,AAC,AAAE,M,Dominant treated,4,20,burrow,am,0.100833333,0,0
3295,O,AAC,AAAE,M,Dominant treated,4,14,forage,am,0.316111111,0,0
3296,P,AAC,AAAE,M,Dominant treated,4,20,burrow,am,0.088888889,0,0
3297,Y,AAE,AAAG,F,Dominant treated,3.9,15,forage,pm,0.172777778,2,0
3298,Z,AAE,AAAG,F,Dominant treated,3.9,15,forage,am,0.1825,0,0
3299,AA,AAE,AAAH,F,Dominant control,3.7,16,forage,am,0.328333333,2,2.6
3300,AB,AAE,AAAG,M,Dominant treated,3.9,15,forage,pm,0.1725,0,0
3301,AF,AAF,AAAJ,F,Dominant control,4,12,forage,am,0.333333333,0,36.399993
3302,AG,AAF,AAAJ,F,Dominant control,4,12,forage,pm,0.331666667,0,35.199993
3303,AH,AAF,AAAJ,F,Dominant control,4,12,forage,am,0.342222222,0,36.399993
3304,AI,AAF,AAAI,F,Dominant treated,3.9,16,forage,am,0.361388889,2,13.999998
3305,AD,AAF,AAAI,F,Dominant treated,3.9,16,forage,pm,0.383055556,4,13.999998
3306,AE,AAF,AAAI,M,Dominant treated,3.9,16,forage,am,0.429722222,4,13.999998
3307,AJ,AAG,AAAK,F,Dominant control,4.1,13,forage,am,0.247777778,2,0.4
3308,AK,AAG,AAAK,M,Dominant control,4.1,13,forage,am,0.276666667,2,0.4
3309,AM,AAG,AAAK,M,Dominant control,4.1,13,forage,am,0.253611111,0,0.4
3310,CG,AR,AABD,F,Subordinate control,4,15,forage,am,0.3325,0,0
3311,CI,AR,AABD,F,Subordinate control,4,20,burrow,am,0.088888889,0,0
3312,CH,AR,AABD,M,Subordinate control,4,15,forage,am,0.334722222,0,0
3313,AN,AAH,AAAL,F,Dominant control,3.9,22,forage,pm,0.256111111,0,11.999999
3314,AO,AAH,AAAL,F,Dominant control,3.9,22,forage,pm,0.041388889,0,11.999999
3315,CJ,AAW,AABE,F,Subordinate control,3.9,13,forage,am,0.324722222,0,4.2
3316,CK,AAW,AABE,F,Subordinate control,3.9,13,forage,am,0.3375,3,4.2
3317,CL,AN,AABF,F,Subordinate control,3.9,15,burrow,am,0.103333333,0,0.2
3318,AP,AAH,AAAL,M,Dominant control,3.9,22,forage,am,0.343611111,0,11.999999
3319,AQ,AAH,AAAL,M,Dominant control,3.9,22,forage,pm,0.315833333,0,11.999999
3320,CP,AN,AABF,M,Subordinate control,3.9,15,burrow,am,0.085277778,0,0.2
3321,CQ,AN,AABF,M,Subordinate control,3.9,15,burrow,am,0.112777778,0,0.2
3322,AR,AAI,AAAM,F,Dominant treated,4,31,burrow,pm,0.210555556,0,15.599999
3323,AT,AAJ,AAAN,F,Subordinate control,4.1,32,forage,am,0.379166667,0,11.999999
3324,AU,AAK,AAAO,F,Dominant control,3.9,9,burrow,am,0.145277778,0,0.4
3325,AV,AAK,AAAO,M,Dominant control,3.9,9,burrow,am,0.113611111,0,0.4
3326,AX,AAL,AAAP,F,Dominant treated,4,33,forage,am,0.261388889,1,26.200011
3327,AY,AAL,AAAP,F,Dominant treated,4,33,burrow,am,0.100833333,0,26.200011
3328,AZ,AAM/AAN/AAO,AAAQ/AAAR/AAAS,F,Subordinate control,4,10,forage,am,0.341666667,0,1.2
3329,BA,AAM/AAN/AAO,AAAQ/AAAR/AAAS,F,Subordinate control,3.8,15,forage,pm,0.249166667,2,2.6
3330,BC,AAM/AAN/AAO,AAAQ/AAAR/AAAS,F,Subordinate control,3.9,16,forage,am,0.328888889,0,2.6
3331,BD,AAL,AAAP,M,Dominant treated,4.1,33,forage,am,0.329166667,0,26.400011
3332,BE,AAM/AAN/AAO,AAAQ/AAAR/AAAS,M,Subordinate control,4,15,forage,pm,0.255555556,0,2.6
3333,BF,AAM/AAN/AAO,AAAQ/AAAR/AAAS,M,Subordinate control,4.3,12,forage,am,0.283333333,0,2.8
3334,BG,AAM/AAN/AAO,AAAQ/AAAR/AAAS,M,Subordinate control,3.9,15,forage,pm,0.106388889,0,2.6
3335,BH,AX,AAAT,M,Subordinate control,3.9,6,forage,pm,0.238333333,0,0.4
3336,BI,AX,AAAT,M,Subordinate control,3.9,6,forage,pm,0.291666667,0,0.4
3337,BJ,A,AAAU,F,Subordinate control,3.9,7,forage,am,0.329166667,1,48.79999
3338,BK,A,AAAU,F,Subordinate control,3.9,7,forage,am,0.341111111,0,48.79999
3339,BP,AAQ,AAAW,M,Subordinate control,4.2,5,forage,am,0.353888889,4,0
3340,BR,AAS,AAAY,F,Dominant control,3.9,9,forage,am,0.383888889,0,11.999999
3341,BS,AAS,AAAY,M,Dominant control,3.9,9,forage,am,0.396666667,0,11.999999
3342,BU,AAS,AAAY,M,Dominant control,3.9,9,forage,am,0.356666667,0,11.999999
3343,CS,AAX,AABG,F,Dominant control,4,8,forage,pm,0.251388889,0,0.4
3344,CT,AAX,AABG,F,Dominant control,4,12,burrow,pm,0.083055556,0,0.4
3345,CU,AAX,AABG,F,Dominant control,4,8,forage,pm,0.301111111,0,0.4
3346,BX,AAT,AAAZ,M,Dominant control,4,31,forage,am,0.243333333,0,0
3347,BZ,AAT,AAAZ,M,Dominant control,4,31,forage,am,0.2675,0,0
3348,CV,AAX,AABG,M,Dominant control,4,8,forage,pm,0.254444444,0,0.4
3349,CB,AAU,AABA,F,Subordinate control,3.8,21,forage,am,0.329444444,0,26.400011
3350,CE,AAU,AABA,F,Subordinate control,3.8,21,forage,am,0.397777778,0,26.400011
3351,CC,AAU,AABA,M,Subordinate control,3.8,21,forage,am,0.312777778,2,26.400011
3352,CY,CB,AABH,M,Subordinate control,3.9,7,burrow,am,0.085833333,0,8.799998
3353,A,AAA,AAAA,F,Subordinate control,4.4,25,forage,pm,0.188611111,2,1
3354,Y,AAE,AAAG,F,Dominant treated,4.3,15,forage,pm,0.173888889,0,26.200011
3355,Z,AAE,AAAG,F,Dominant treated,4.3,15,forage,pm,0.23,0,26.200011
3356,AB,AAE,AAAG,M,Dominant treated,4.4,15,burrow,am,0.086111111,0,26.400011
3357,AX,AAL,AAAP,F,Dominant treated,4.2,33,forage,pm,0.252222222,2,26.400011
3358,AY,AAL,AAAP,F,Dominant treated,4.2,33,forage,am,0.334722222,0,26.400011
3359,BD,AAL,AAAP,M,Dominant treated,4.3,32,forage,pm,0.250277778,0,26.400011
3360,BR,AAS,AAAY,F,Dominant control,4.2,9,forage,pm,0.246111111,1,11.999999
3361,BU,AAS,AAAY,M,Dominant control,4.2,9,forage,pm,0.247777778,6,11.999999
3362,CB,AAU,AABA,F,Subordinate control,4,19,burrow,pm,0.056388889,0,27.200011
3363,CE,AAU,AABA,F,Subordinate control,4,19,forage,pm,0.252777778,1,27.200011
3364,CC,AAU,AABA,M,Subordinate control,4,19,forage,pm,0.146111111,0,27.200011
3365,CY,CB,AABH,M,Subordinate control,4,7,forage,pm,0.252222222,0,8.799998
3366,Y,AAE,AAAG,F,Dominant treated,4.3,15,burrow,pm,0.048611111,0,26.200011
3367,Z,AAE,AAAG,F,Dominant treated,4.4,15,burrow,am,0.087777778,0,26.400011
3368,AB,AAE,AAAG,M,Dominant treated,4.4,15,forage,am,0.336388889,2,26.400011
3369,AX,AAL,AAAP,F,Dominant treated,4.3,33,forage,am,0.351111111,5,26.400011
3370,AY,AAL,AAAP,F,Dominant treated,4.2,33,forage,am,0.170833333,0,26.400011
3371,BD,AAL,AAAP,M,Dominant treated,4.3,32,forage,pm,0.254166667,1,26.400011
3372,BR,AAS,AAAY,F,Dominant control,4.2,9,forage,pm,0.269166667,7,11.999999
3373,CE,AAU,AABA,F,Subordinate control,4,19,forage,pm,0.255555556,0,27.200011
3374,CC,AAU,AABA,M,Subordinate control,4,19,burrow,pm,0.005555556,0,27.200011
3375,CY,CB,AABH,M,Subordinate control,4,7,forage,pm,0.255277778,0,8.799998
3376,Y,AAE,AAAG,F,Dominant treated,4.4,15,burrow,am,0.091111111,0,26.400011
3377,Z,AAE,AAAG,F,Dominant treated,4.4,15,burrow,am,0.100277778,0,26.400011
3378,AB,AAE,AAAG,M,Dominant treated,4.4,15,forage,am,0.35,3,26.400011
3379,AX,AAL,AAAP,F,Dominant treated,4.3,33,forage,am,0.337777778,0,26.400011
3380,AY,AAL,AAAP,F,Dominant treated,4.2,33,forage,pm,0.254166667,0,26.400011
3381,BD,AAL,AAAP,M,Dominant treated,4.3,32,burrow,pm,0.045277778,0,26.400011
3382,BR,AAS,AAAY,F,Dominant control,4.2,9,burrow,pm,0.021944444,0,11.999999
3383,CE,AAU,AABA,F,Subordinate control,4,19,burrow,pm,0.0625,0,27.200011
3384,CY,CB,AABH,M,Subordinate control,4,7,forage,pm,0.249444444,0,8.799998
3385,Y,AAE,AAAG,F,Dominant treated,4.4,15,burrow,am,0.026111111,0,26.400011
3386,Z,AAE,AAAG,F,Dominant treated,4.4,15,forage,am,0.357777778,1,26.400011
3387,AB,AAE,AAAG,M,Dominant treated,4.4,15,forage,am,0.335833333,0,26.400011
3388,AX,AAL,AAAP,F,Dominant treated,4.3,32,forage,pm,0.257222222,2,26.400011
3389,AY,AAL,AAAP,F,Dominant treated,4.2,33,forage,pm,0.252777778,0,26.400011
3390,BD,AAL,AAAP,M,Dominant treated,4.3,32,burrow,pm,0.039166667,0,26.400011
3391,CE,AAU,AABA,F,Subordinate control,4,19,burrow,pm,0.071666667,0,27.200011
3392,Y,AAE,AAAG,F,Dominant treated,4.4,15,forage,am,0.403888889,2,26.400011
3393,Z,AAE,AAAG,F,Dominant treated,4.4,15,forage,am,0.345277778,1,26.400011
3394,AB,AAE,AAAG,M,Dominant treated,4.4,15,forage,pm,0.264444444,1,26.400011
3395,AX,AAL,AAAP,F,Dominant treated,4.3,32,forage,pm,0.251666667,0,26.400011
3396,AY,AAL,AAAP,F,Dominant treated,4.2,33,burrow,pm,0.113888889,0,26.400011
3397,CE,AAU,AABA,F,Subordinate control,4,19,burrow,pm,0.031944444,0,27.200011
3398,Y,AAE,AAAG,F,Dominant treated,4.4,15,forage,am,0.273333333,0,26.400011
3399,Z,AAE,AAAG,F,Dominant treated,4.4,15,forage,am,0.369444444,1,26.400011
3400,AB,AAE,AAAG,M,Dominant treated,4.4,15,forage,pm,0.121111111,0,26.400011
3401,AX,AAL,AAAP,F,Dominant treated,4.3,32,burrow,pm,0.1075,0,26.400011
3402,AY,AAL,AAAP,F,Dominant treated,4.3,33,forage,am,0.337222222,0,26.400011
3403,Y,AAE,AAAG,F,Dominant treated,4.4,15,forage,pm,0.239444444,1,26.400011
3404,Z,AAE,AAAG,F,Dominant treated,4.4,15,forage,pm,0.249444444,1,26.400011
3405,AB,AAE,AAAG,M,Dominant treated,4.4,15,burrow,pm,0.096388889,0,26.400011
3406,AY,AAL,AAAP,F,Dominant treated,4.3,33,forage,am,0.338055556,0,26.400011
3407,Y,AAE,AAAG,F,Dominant treated,4.4,15,forage,pm,0.123611111,0,26.400011
3408,Z,AAE,AAAG,F,Dominant treated,4.4,15,forage,pm,0.118333333,1,26.400011
3409,AY,AAL,AAAP,F,Dominant treated,4.3,32,forage,pm,0.225277778,0,26.400011
3410,Y,AAE,AAAG,F,Dominant treated,4.4,15,burrow,pm,0.093055556,0,26.400011
3411,Z,AAE,AAAG,F,Dominant treated,4.4,15,forage,pm,0.108888889,0,26.400011
3412,AY,AAL,AAAP,F,Dominant treated,4.3,32,forage,pm,0.253055556,0,26.400011
3413,Y,AAE,AAAG,F,Dominant treated,4.4,15,burrow,pm,0.016111111,0,26.400011
3414,Z,AAE,AAAG,F,Dominant treated,4.4,15,burrow,pm,0.089722222,0,26.400011
3415,AY,AAL,AAAP,F,Dominant treated,4.3,32,burrow,pm,0.024722222,3,26.400011
3416,A,AAA,AAAA,F,Subordinate control,4.2,25,forage,am,0.303333333,0,27.200011
3417,B,AAA,AAAA,M,Subordinate control,4.2,24,forage,pm,0.218611111,0,27.200011
3418,C,AAA,AAAA,M,Subordinate control,4.2,24,burrow,pm,0.104444444,0,27.200011
3419,D,AAA,AAAA,M,Subordinate control,4.2,24,forage,pm,0.203055556,0,27.200011
3420,H,F,AAAC,F,Subordinate control,4,17,burrow,am,0.089444444,0,8
3421,I,AAC,AAAD,F,Dominant control,4.1,20,burrow,am,0.130277778,0,2.4
3422,Q,F,AAAC,M,Subordinate control,4,17,burrow,am,0.091388889,0,8
3423,L,F,AAAC,M,Subordinate control,4,17,burrow,am,0.0975,0,8
3424,R,AAC,AAAD,M,Dominant control,4.1,20,burrow,am,0.0925,0,2.4
3425,S,AAC,AAAD,M,Dominant control,4.1,20,burrow,am,0.097222222,0,2.4
3426,M,AAC,AAAD,M,Dominant control,4.1,20,burrow,am,0.089722222,0,2.4
3427,N,AAC,AAAE,M,Dominant treated,4,14,forage,am,0.330833333,0,0
